road,id,model_type,name,lat,lon,length,chainage,condition
N1,916,bridge,Bridge 177,22.3157468089473,91.9243524131578,0.003,256.89,A
N1,917,link,Link 616,22.3155556,91.9253882,0.75,256.999,
N1,918,link,Link 617,22.3137778,91.9322216,0.25,257.749,
N1,919,bridge,Bridge 178,22.3137565607999,91.9339832312,0.0053,257.94,A
N1,920,link,Link 618,22.31375,91.9345274,1.0,257.999,
N1,921,link,Link 619,22.3136389,91.9438886,0.617999999999995,258.999,
N1,922,link,Link 620,22.3098611,91.9477219,0.39299999999997226,259.617,
N1,923,bridge,Bridge 179,22.3084394099236,91.9483886979643,0.003,259.795,A
N1,924,link,Link 621,22.3067222,91.9491941,1.0,260.01,
N1,925,link,Link 622,22.3025,91.9553889,0.9259999999999877,261.01,
N1,926,link,Link 623,22.3010278,91.9641667,0.05200000000002092,261.936,
N1,927,link,Link 624,22.3009444,91.9646667,0.02199999999999136,261.988,
N1,928,link,Link 625,22.3009167,91.9648889,1.0,262.01,
N1,929,bridge,Bridge 580,22.3006016043999,91.9658457726,0.0503,262.116,B
N1,930,bridge,Bridge 661,22.3006016043999,91.9658457726,0.0508,262.116,C
N1,931,link,Link 626,22.2979441,91.973916,0.5679999999999836,263.01,
N1,932,link,Link 627,22.2956941,91.9787493,0.16600000000005366,263.578,
N1,933,link,Link 628,22.295333,91.9803049,0.2659999999999627,263.744,
N1,934,link,Link 629,22.2934997,91.9816382,0.060000000000002274,264.01,
N1,935,link,Link 630,22.2933608,91.9821104,0.146000000000015,264.07,
N1,936,link,Link 631,22.292083,91.9822493,0.021000000000015007,264.216,
N1,937,link,Link 632,22.291833,91.9823327,0.7729999999999677,264.237,
N1,938,bridge,Bridge 180,22.2911451997412,91.9833668252263,0.0124,264.369,A
N1,939,link,Link 633,22.2878052,91.9883886,0.30299999999999727,265.01,
N1,940,link,Link 634,22.286583,91.9911108,0.07200000000000273,265.313,
N1,941,link,Link 635,22.2863052,91.991583,0.025000000000034106,265.385,
N1,942,link,Link 636,22.2862497,91.9916941,0.5999999999999659,265.41,
N1,943,bridge,Bridge 581,22.2859320161666,91.992309198,0.061,265.483,B
N1,944,bridge,Bridge 662,22.2859320161666,91.992309198,0.0605,265.483,C
N1,945,link,Link 637,22.2836386,91.9967497,0.2699999999999818,266.01,
N1,946,link,Link 638,22.2820549,91.9986663,0.9250000000000114,266.28,
N1,947,bridge,Bridge 582,22.2811424692972,91.9995571696216,0.014,266.424,B
N1,948,link,Link 639,22.2761938,92.0043889,0.21399999999999864,267.205,
N1,949,link,Link 640,22.2745827,92.0053056,0.27000000000003865,267.419,
N1,950,link,Link 641,22.2722493,92.0055278,0.5159999999999627,267.689,
N1,951,bridge,Bridge 181,22.2710895749999,92.00559725,0.003,267.818,A
N1,952,link,Link 642,22.2676104,92.0058056,0.6260000000000332,268.205,
N1,953,link,Link 643,22.2622222,92.0070556,0.014000000000010004,268.831,
N1,954,link,Link 644,22.26210145564516,92.00708382580645,0.23399999999998045,268.845,
N1,955,bridge,Bridge 663,22.2611613745967,92.0073035838709,0.0148,268.954,C
N1,956,bridge,Bridge 583,22.2611613745967,92.0073035838709,0.0152,268.954,B
N1,957,link,Link 645,22.2600833,92.0075556,0.12599999999997635,269.079,
N1,958,bridge,Bridge 664,22.2590515857142,92.0081111238095,0.009800000000000001,269.199,C
N1,959,link,Link 646,22.259,92.0081389,0.40300000000002,269.205,
N1,960,link,Link 647,22.2557222,92.0096111,0.26799999999997226,269.608,
N1,961,bridge,Bridge 182,22.2549374824626,92.0103021287313,0.0092,269.721,A
N1,962,link,Link 648,22.2538611,92.01125,0.32900000000000773,269.876,
N1,963,bridge,Bridge 183,22.2531199613981,92.0119718729483,0.006,269.99,A
N1,964,link,Link 649,22.2517222,92.0133333,0.34300000000001774,270.205,
N1,965,link,Link 650,22.249333,92.0152778,0.6569999999999823,270.548,
N1,966,bridge,Bridge 184,22.2487130149162,92.0158341025875,0.0094,270.642,A
N1,967,link,Link 651,22.2449997,92.019166,0.6020000000000323,271.205,
N1,968,link,Link 652,22.2410552,92.0215271,0.478999999999985,271.807,
N1,969,bridge,Bridge 185,22.24038615762,92.0217918336116,0.014,271.89,A
N1,970,link,Link 653,22.2371941,92.0230549,0.13900000000001,272.286,
N1,971,bridge,Bridge 186,22.2366345532374,92.0232647489208,0.014,272.356,A
N1,972,link,Link 654,22.236083,92.0234716,0.3849999999999909,272.425,
N1,973,link,Link 655,22.2327771,92.0245549,0.17899999999997362,272.81,
N1,974,link,Link 656,22.2316938,92.0248882,0.014000000000010004,272.989,
N1,975,link,Link 657,22.2315827,92.0249438,0.21600000000000819,273.003,
N1,976,bridge,Bridge 584,22.2314978226851,92.0249656611111,0.0127,273.008,B
N1,977,bridge,Bridge 585,22.2314978226851,92.0249656611111,0.0126,273.008,B
N1,978,link,Link 658,22.227916,92.0258882,0.012000000000000455,273.219,
N1,979,link,Link 659,22.2278882,92.025916,0.012000000000000455,273.231,
N1,980,link,Link 660,22.2277771,92.0259438,0.4370000000000118,273.243,
N1,981,bridge,Bridge 586,22.2260608528604,92.0264650356979,0.0094,273.443,B
N1,982,link,Link 661,22.2240271,92.0270827,0.5389999999999873,273.68,
N1,983,bridge,Bridge 187,22.2222719897959,92.0273785979591,0.014,273.878,A
N1,984,link,Link 662,22.2192493,92.0278882,0.24799999999999045,274.219,
N1,985,link,Link 663,22.2170549,92.0281382,0.5150000000000432,274.467,
N1,986,bridge,Bridge 188,22.2155873504854,92.0290230394174,0.0092,274.66,A
N1,987,link,Link 664,22.2131389,92.0304993,0.23699999999996635,274.982,
N1,988,link,Link 665,22.2116111,92.0318049,0.54200000000003,275.219,
N1,989,link,Link 666,22.2084444,92.0356663,0.05499999999994998,275.761,
N1,990,link,Link 667,22.2080278,92.0357774,0.28600000000000136,275.816,
N1,991,bridge,Bridge 773,22.2071026538461,92.03633246993,0.0508,275.943,D
N1,992,bridge,Bridge 665,22.2071026538461,92.03633246993,0.0504,275.943,C
N1,993,link,Link 668,22.2059444,92.0370274,0.012000000000000455,276.102,
N1,994,link,Link 669,22.2058889,92.0371386,0.10500000000001819,276.114,
N1,995,link,Link 670,22.2054167,92.0380274,1.093999999999994,276.219,
N1,996,bridge,Bridge 587,22.2049837597806,92.0383312340036,0.0092,276.281,B
N1,997,link,Link 671,22.1977774,92.0433886,0.6999999999999886,277.313,
N1,998,link,Link 672,22.1917219,92.0453608,0.313000000000045,278.013,
N1,999,link,Link 673,22.1897497,92.046583,1.0129999999999768,278.326,
N1,1000,link,Link 674,22.1822771,92.0513889,0.8210000000000264,279.339,
N1,1001,link,Link 675,22.1750827,92.0528611,0.17899999999997362,280.16,
N1,1002,bridge,Bridge 588,22.1739178955307,92.0532925435754,0.0123,280.299,B
N1,1003,link,Link 676,22.1735827,92.0534167,1.0,280.339,
N1,1004,link,Link 677,22.1652222,92.0548889,1.0,281.339,
N1,1005,link,Link 678,22.1629722,92.0641944,0.5149999999999864,282.339,
N1,1006,link,Link 679,22.1596667,92.0674716,0.21700000000004138,282.854,
N1,1007,bridge,Bridge 589,22.1586272806451,92.0682063096774,0.211,282.994,B
N1,1008,bridge,Bridge 666,22.1586272806451,92.0682063096774,0.21130000000000002,282.994,C
N1,1009,link,Link 680,22.1580556,92.0686104,0.26799999999997226,283.071,
N1,1010,link,Link 681,22.156,92.0701104,0.6639999999999873,283.339,
N1,1011,link,Link 682,22.1509722,92.0696938,0.009000000000014552,284.003,
N1,1012,link,Link 683,22.1508889,92.069666,0.20600000000001728,284.012,
N1,1013,bridge,Bridge 189,22.1498523145631,92.0696330718446,0.0092,284.134,A
N1,1014,link,Link 684,22.1491386,92.0696104,0.950999999999965,284.218,
N1,1015,link,Link 685,22.1406663,92.0697771,0.30299999999999727,285.169,
N1,1016,link,Link 686,22.1379163,92.0698882,0.5010000000000332,285.472,
N1,1017,bridge,Bridge 190,22.1369522329341,92.0699301281437,0.0124,285.58,A
N1,1018,link,Link 687,22.1334441,92.0700827,0.16100000000000136,285.973,
N1,1019,bridge,Bridge 191,22.1325208428571,92.0701565366459,0.0154,286.08,A
N1,1020,link,Link 688,22.1320549,92.0701938,0.11899999999997135,286.134,
N1,1021,link,Link 689,22.1308049,92.070416,0.06100000000003547,286.253,
N1,1022,link,Link 690,22.1304716,92.0704993,0.22399999999998954,286.314,
N1,1023,bridge,Bridge 192,22.1299160285714,92.0706024714285,0.03365,286.378,A
N1,1024,bridge,Bridge 193,22.1299160285714,92.0706024714285,0.0346,286.378,A
N1,1025,link,Link 691,22.1285271,92.0708604,0.03100000000000591,286.538,
N1,1026,link,Link 692,22.1282771,92.070916,0.4849999999999568,286.569,
N1,1027,bridge,Bridge 194,22.1277338010309,92.0710012276288,0.027899999999999998,286.631,A
N1,1028,bridge,Bridge 195,22.1277338010309,92.0710012276288,0.028,286.631,A
N1,1029,link,Link 693,22.1240271,92.0715827,0.010000000000047748,287.054,
N1,1030,link,Link 694,22.123666,92.0716382,0.38899999999995316,287.064,
N1,1031,bridge,Bridge 196,22.1230775989717,92.071701048329,0.0154,287.144,A
N1,1032,link,Link 695,22.1208049,92.0719438,0.6009999999999991,287.453,
N1,1033,bridge,Bridge 197,22.1204875006655,92.0719705134775,0.020399999999999998,287.487,A
N1,1034,link,Link 696,22.1151944,92.072416,0.2820000000000391,288.054,
